0,0,0
0,0,0.0053191
0,0,0.010638
0,0,0.015957
0,0,0.021277
0,0,0.026596
0,0,0.031915
0,0,0.037234
0,0,0.042553
0,0,0.047872
0,0,0.053191
0,0,0.058511
0,0,0.06383
0,0,0.069149
0,0,0.074468
0,0,0.079787
0,0,0.085106
0,0,0.090426
0,0,0.095745
0,0,0.10106
0,0,0.10638
0,0,0.1117
0,0,0.11702
0,0,0.12234
0,0,0.12766
0,0,0.13298
0,0,0.1383
0,0,0.14362
0,0,0.14894
0,0,0.15426
0,0,0.15957
0,0,0.16489
0,0,0.17021
0,0,0.17553
0,0,0.18085
0,0,0.18617
0,0,0.19149
0,0,0.19681
0,0,0.20213
0,0,0.20745
0,0,0.21277
0,0,0.21809
0,0,0.2234
0,0,0.22872
0,0,0.23404
0,0,0.23936
0,0,0.24468
0,0,0.25
0,0,0.25532
0,0,0.26064
0,0,0.26596
0,0,0.27128
0,0,0.2766
0,0,0.28191
0,0,0.28723
0,0,0.29255
0,0,0.29787
0,0,0.30319
0,0,0.30851
0,0,0.31383
0,0,0.31915
0,0,0.32447
0,0,0.32979
0,0,0.33511
0,0,0.34043
0,0,0.34574
0,0,0.35106
0,0,0.35638
0,0,0.3617
0,0,0.36702
0,0,0.37234
0,0,0.37766
0,0,0.38298
0,0,0.3883
0,0,0.39362
0,0,0.39894
0,0,0.40426
0,0,0.40957
0,0,0.41489
0,0,0.42021
0,0,0.42553
0,0,0.43085
0,0,0.43617
0,0,0.44149
0,0,0.44681
0,0,0.45213
0,0,0.45745
0,0,0.46277
0,0,0.46809
0,0,0.4734
0,0,0.47872
0,0,0.48404
0,0,0.48936
0,0,0.49468
0,0,0.5
0,0,0.50532
0,0,0.51064
0,0,0.51596
0,0,0.52128
0,0,0.5266
0,0,0.53191
0,0,0.53723
0,0,0.54255
0,0,0.54787
0,0,0.55319
0,0,0.55851
0,0,0.56383
0,0,0.56915
0,0,0.57447
0,0,0.57979
0,0,0.58511
0,0,0.59043
0,0,0.59574
0,0,0.60106
0,0,0.60638
0,0,0.6117
0,0,0.61702
0,0,0.62234
0,0,0.62766
0,0,0.63298
0,0,0.6383
0,0,0.64362
0,0,0.64894
0,0,0.65426
0,0,0.65957
0,0,0.66489
0,0,0.67021
0,0,0.67553
0,0,0.68085
0,0,0.68617
0,0,0.69149
0,0,0.69681
0,0,0.70213
0,0,0.70745
0,0,0.71277
0,0,0.71809
0,0,0.7234
0,0,0.72872
0,0,0.73404
0,0,0.73936
0,0,0.74468
0,0,0.75
0,0,0.75532
0,0,0.76064
0,0,0.76596
0,0,0.77128
0,0,0.7766
0,0,0.78191
0,0,0.78723
0,0,0.79255
0,0,0.79787
0,0,0.80319
0,0,0.80851
0,0,0.81383
0,0,0.81915
0,0,0.82447
0,0,0.82979
0,0,0.83511
0,0,0.84043
0,0,0.84574
0,0,0.85106
0,0,0.85638
0,0,0.8617
0,0,0.86702
0,0,0.87234
0,0,0.87766
0,0,0.88298
0,0,0.8883
0,0,0.89362
0,0,0.89894
0,0,0.90426
0,0,0.90957
0,0,0.91489
0,0,0.92021
0,0,0.92553
0,0,0.93085
0,0,0.93617
0,0,0.94149
0,0,0.94681
0,0,0.95213
0,0,0.95745
0,0,0.96277
0,0,0.96809
0,0,0.9734
0,0,0.97872
0,0,0.98404
0,0,0.98936
0,0,0.99468
0,0,1
0,0,1.016
0,0,1.032
0,0,1.048
0,0,1.064
0,0,1.08
0,0,1.096
0,0,1.112
0,0,1.128
0,0,1.144
0,0,1.16
0,0,1.176
0,0,1.192
0,0,1.208
0,0,1.224
0,0,1.24
0,0,1.256
0,0,1.272
0,0,1.288
0,0,1.304
0,0,1.32
0,0,1.336
0,0,1.352
0,0,1.368
0,0,1.384
0,0,1.4
0,0,1.416
0,0,1.432
0,0,1.448
0,0,1.464
0,0,1.48
0,0,1.496
0,0,1.512
0,0,1.528
0,0,1.544
0,0,1.56
0,0,1.576
0,0,1.592
0,0,1.608
0,0,1.624
0,0,1.64
0,0,1.656
0,0,1.672
0,0,1.688
0,0,1.704
0,0,1.72
0,0,1.736
0,0,1.752
0,0,1.768
0,0,1.784
0,0,1.8
0,0,1.816
0,0,1.832
0,0,1.848
0,0,1.864
0,0,1.88
0,0,1.896
0,0,1.912
0,0,1.928
0,0,1.944
0,0,1.96
0,0,1.976
0,0,1.992
0,0,2.008
0,0,2.024
0,0,2.04
0,0,2.056
0,0,2.072
0,0,2.088
0,0,2.104
0,0,2.12
0,0,2.136
0,0,2.152
0,0,2.168
0,0,2.184
0,0,2.2
0,0,2.216
0,0,2.232
0,0,2.248
0,0,2.264
0,0,2.28
0,0,2.296
0,0,2.312
0,0,2.328
0,0,2.344
0,0,2.36
0,0,2.376
0,0,2.392
0,0,2.408
0,0,2.424
0,0,2.44
0,0,2.456
0,0,2.472
0,0,2.488
0,0,2.504
0,0,2.52
0,0,2.536
0,0,2.552
0,0,2.568
0,0,2.584
0,0,2.6
0,0,2.616
0,0,2.632
0,0,2.648
0,0,2.664
0,0,2.68
0,0,2.696
0,0,2.712
0,0,2.728
0,0,2.744
0,0,2.76
0,0,2.776
0,0,2.792
0,0,2.808
0,0,2.824
0,0,2.84
0,0,2.856
0,0,2.872
0,0,2.888
0,0,2.904
0,0,2.92
0,0,2.936
0,0,2.952
0,0,2.968
0,0,2.984
